Date,Close,High,Low,Open,Volume
2016-04-04,25.166507720947266,25.4088417284672,24.973997959984032,25.007970372383937,149424800
2016-04-05,24.869815826416016,25.078179138251425,24.781488595666413,24.801872733174786,106314800
2016-04-06,25.13027000427246,25.13480058080752,24.731663936712053,24.96494024682486,105616400
2016-04-07,24.58219337463379,25.007976087343256,24.487071980503337,24.90152997718862,127207600
2016-04-08,24.609365463256836,24.860757162220555,24.498388803456823,24.665985573310813,94326800
2016-04-11,24.69090461730957,25.05100952930948,24.647874495078657,24.67958162847372,117630000
2016-04-12,25.01249885559082,25.02608712825009,24.609363972886182,24.763369004113997,108929200
2016-04-13,25.3748722076416,25.442815312275144,25.09403690709012,25.09403690709012,133029200
2016-04-14,25.388460159301758,25.454139702479686,25.214070958932584,25.279750502110513,101895600
2016-04-15,24.878877639770508,25.433755791346098,24.851701091028172,25.390723951959068,187756000
2016-04-18,24.34211540222168,24.675040155874022,24.219815772592725,24.661451884106942,243286000
2016-04-19,24.213027954101562,24.459890837790415,24.059021164895416,24.43271255925679,129539600
2016-04-20,24.262849807739258,24.48027083078875,24.020515797140575,24.151874871871108,122444000
2016-04-21,24.000133514404297,24.217554538615328,23.89821627536529,24.217554538615328,126210000
2016-04-22,23.93446159362793,24.115646702085435,23.6943927936446,23.78272005884259,134732400
2016-04-25,23.798564910888672,23.92765869181828,23.669471129959064,23.780446061096434,112126400
2016-04-26,23.633235931396484,23.848393407654267,23.533585702810786,23.533585702810786,224064800
2016-04-27,22.154319763183594,22.35588724558825,21.669651689996126,21.74212537212017,458408400
2016-04-28,21.47713851928711,22.16790275955349,21.345779461747554,22.106753806786298,328970800
2016-04-29,21.23027801513672,21.45222962808324,20.951708014622803,21.286898130612904,274126000
2016-05-02,21.207624435424805,21.30727636396855,20.92678922432953,21.282363381832614,192640400
2016-05-03,21.556415557861328,21.683244093748378,21.216694784241685,21.334463892149778,227325200
2016-05-04,21.332199096679688,21.719480548846576,21.248400688655266,21.560943160252464,164102000
2016-05-05,21.245607376098633,21.434731072238087,21.11800668397035,21.41878098572205,143562000
2016-05-06,21.127126693725586,21.293463104624514,20.9288883631719,21.275235671374006,174799600
2016-05-09,21.143070220947266,21.36637142020525,21.097497305894343,21.19092047793112,131745600
2016-05-10,21.2866268157959,21.320806076829598,20.988131528855735,21.266120302233336,134747200
2016-05-11,21.079273223876953,21.320803627490353,21.06787955869815,21.300297116283584,114876400
2016-05-12,20.584815979003906,21.14079343395983,20.38657942691291,21.127122427175387,305258800
2016-05-13,20.62583351135254,20.88787218667541,20.507347380286475,20.507347380286475,177571200
2016-05-16,21.391437530517578,21.507646298698038,20.88331209704313,21.051927548030122,245039200
2016-05-17,21.302576065063477,21.5782857465761,21.193204520187564,21.54410822532073,187667600
2016-05-18,21.546382904052734,21.694491852089957,21.39371753322122,21.45524054073366,168249600
2016-05-19,21.464353561401367,21.56461224798511,21.32080277341668,21.56461224798511,121768400
2016-05-20,21.696765899658203,21.74461615082954,21.537263323991663,21.56460706970189,128104000
2016-05-23,21.97247886657715,22.145652472550694,21.7993052606036,21.844878177138224,152074400
2016-05-24,22.30743980407715,22.3507319160892,22.06590761250913,22.152495313392407,140560800
2016-05-25,22.699352264404297,22.72669427765415,22.35528411076761,22.482884808411256,152675200
2016-05-26,22.879356384277344,22.95227130105576,22.47604439269927,22.71301830683631,225324800
2016-05-27,22.865690231323242,22.893033984905465,22.615045241321894,22.65833908321977,145364800
2016-05-31,22.75403594970703,22.877080213373,22.51706200543505,22.694792029031795,169228800
2016-06-01,22.435035705566406,22.681124268100326,22.40541461020609,22.56263640980064,116693200
2016-06-02,22.266422271728516,22.293764288884326,22.018054605843872,22.23907851614333,160766400
2016-06-03,22.31198501586914,22.391735433109687,22.204890853390957,22.28236392901657,114019600
2016-06-06,22.473770141601562,23.21659221106314,22.227683331115195,22.327940276709967,93170000
2016-06-07,22.564912796020508,22.75631556794565,22.54896270989583,22.61504213482064,89638000
2016-06-08,22.544404983520508,22.68567667004546,22.485161064871615,22.56263241058802,83392400
2016-06-09,22.70618438720703,22.783655731119804,22.4350312066546,22.444145789190607,106405600
2016-06-10,22.51934242248535,22.637828532439826,22.4395919890132,22.45098391469261,126851600
2016-06-13,22.179826736450195,22.58541781123821,22.125140983051885,22.48743822808399,152082000
2016-06-14,22.20717430114746,22.439591835307525,22.045394354803797,22.175274127977108,127727600
2016-06-15,22.134262084960938,22.423644497893772,22.109197411764256,22.289206547254377,117780800
2016-06-16,22.227680206298828,22.273251380760037,21.89044760462772,21.977033531475566,125307200
2016-06-17,21.721839904785156,22.02261428320331,21.7150044000258,22.015778778443952,244032800
2016-06-20,21.66942596435547,22.004379519882672,21.653475877826985,21.874499747171008,137647600
2016-06-21,21.85399055480957,21.95424748420919,21.573722796302224,21.632966712603476,142185600
2016-06-22,21.77196502685547,22.077295769638027,21.726392106599683,21.931465901677825,116876400
2016-06-23,21.89728546142578,21.940579298719243,21.70360534149718,21.86082886562265,128960800
2016-06-24,21.28206443786621,21.569167716421042,21.111169918940778,21.17041383892837,301245600
2016-06-27,20.9721736907959,21.20231210907493,20.849129439590143,21.190918446796537,181958400
2016-06-28,21.32535743713379,21.341309261800948,20.994962048588413,21.16813565519468,161779600
2016-06-29,21.50992774963379,21.544107007386295,21.33447503777124,21.411948137905544,146124000
2016-06-30,21.783357620239258,21.822093299821137,21.48714145243588,21.51904162837733,143345600
2016-07-01,21.849435806274414,21.981594663880156,21.72183510978838,21.758291706600488,104106000
2016-07-05,21.64436149597168,21.737784673958213,21.52359630564104,21.735505593453183,110820800
2016-07-06,21.76740837097168,21.797031205793836,21.503092368925596,21.555499057807562,123796400
2016-07-07,21.860836029052734,21.98843676381991,21.7879210751244,21.806148509784265,100558400
2016-07-08,22.029449462890625,22.077299733929525,21.88589864977392,21.986155615480897,115648400
2016-07-11,22.097803115844727,22.250468481000865,22.04083827167341,22.04539469429832,95179600
2016-07-12,22.19806480407715,22.26186516503708,22.129708019518418,22.141099947730144,96670000
2016-07-13,22.07274055480957,22.2550270305213,22.065903312575156,22.195784838590345,103568800
2016-07-14,22.51022720336914,22.555798381658345,22.175273653813534,22.19122374005766,155676000
2016-07-15,22.507946014404297,22.626433848342835,22.444145675404556,22.539846183904167,120548000
2016-07-18,22.747203826904297,22.81556060236729,22.46693600606127,22.48972159788227,145975600
2016-07-19,22.756319046020508,22.785940142371054,22.635552102985354,22.685681449447255,95119600
2016-07-20,22.77682113647461,22.890750815071478,22.726691799743357,22.785935719373832,105104000
2016-07-21,22.656055450439453,23.01379456372455,22.58769694943307,22.747199538971667,130808000
2016-07-22,22.48060417175293,22.626434015811363,22.400852008984117,22.617319433254103,113254800
2016-07-25,22.179826736450195,22.521615737439962,22.084126233395963,22.38717956482979,161531600
2016-07-26,22.02716827392578,22.323386195929274,21.970203422650442,22.061347532376846,224959200
2016-07-27,23.458120346069336,23.777123796795603,23.41254916957799,23.758894630827488,369379200
2016-07-28,23.774845123291016,23.79990979231886,23.42849965611466,23.430778736506912,159479200
2016-07-29,23.745229721069336,23.822702827107044,23.62446450778026,23.740673297622127,110934800
2016-08-01,24.164491653442383,24.18727724725398,23.790802351958167,23.790802351958167,152671600
2016-08-02,23.806745529174805,24.169041059345936,23.697372276834557,24.164484637278324,135266400
2016-08-03,24.105247497558594,24.116639425145156,23.87282992289697,23.88194450802383,120810400
2016-08-04,24.25415802001953,24.28393958084668,24.118991787057148,24.187720617085038,109634800
2016-08-05,24.622989654541016,24.661935160909586,24.325167169478362,24.345784761845458,162213600
2016-08-08,24.826885223388672,24.826885223388672,24.549682052499616,24.63215417756125,112148800
2016-08-09,24.92768669128418,24.957469993000934,24.74441276709909,24.79481366430005,105260800
2016-08-10,24.742124557495117,24.94830927837689,24.687142547875503,24.90478090734447,96034000
2016-08-11,24.726085662841797,24.955179386486087,24.70775774546712,24.861250120825655,109938000
2016-08-12,24.78335952758789,24.84292438617509,24.691721686956768,24.691721686956768,74641600
2016-08-15,25.08119010925293,25.094935178005574,24.760458438197595,24.77420350695024,103472800
2016-08-16,25.058265686035156,25.252996709179158,25.01932018054477,25.115539105113733,135177600
2016-08-17,25.021615982055664,25.05598038908108,24.820012393024626,24.994124106866064,101424000
2016-08-18,24.989543914794922,25.10867188261051,24.975797102774592,25.023908323076128,87938800
2016-08-19,25.05368423461914,25.12928556623899,24.8245905614773,24.918518058585526,101472400
2016-08-22,24.858964920043945,24.994129402375847,24.707762196235322,24.93914738819395,103280800
2016-08-23,24.936851501464844,25.044525831372784,24.863541579717417,24.877286643843057,85030800
2016-08-24,24.749000549316406,24.913948349076126,24.66881807661288,24.872711399136193,94700400
2016-08-25,24.64361572265625,24.71463422902995,24.439722415840986,24.602378775893236,100344800
2016-08-26,24.499277114868164,24.73066045826229,24.354946987176234,24.60695141716343,111065200
2016-08-29,24.471792221069336,24.613830963198097,24.35037282356486,24.42597417410984,99881200
2016-08-30,24.283937454223633,24.398484329007708,24.16939057943956,24.238119403448643,99455600
2016-08-31,24.30684471130371,24.414519045422956,24.201461803910494,24.206044657362554,118649600
2016-09-01,24.451171875,24.467208364417324,24.196877722920807,24.31600568032861,106806000
2016-09-02,24.680267333984375,24.74212186960598,24.47179120889458,24.673393054162965,107210000
2016-09-06,24.67339324951172,24.810850881486054,24.629866630709817,24.719213042785295,107521600
2016-09-07,24.82459831237793,24.916236159815647,24.529067172010745,24.70317890735775,169457200
2016-09-08,24.173965454101562,24.574879412502995,24.109819500412716,24.570298307745,212008000
2016-09-09,23.626436233520508,24.219789915352393,23.626436233520508,23.972368262360416,186228000
2016-09-12,24.155643463134766,24.219789427912858,23.488979869520065,23.516471746359155,181171200
2016-09-13,24.73067283630371,24.923112520263004,24.568016462347654,24.62987276170297,248704800
2016-09-14,25.605806350708008,25.894464950249958,24.879579620064657,24.909362924653756,443554800
2016-09-15,26.476367950439453,26.51302379402007,25.999852470972353,26.084617798367415,359934400
2016-09-16,26.327451705932617,26.604654916585687,26.12584984759761,26.373271501813186,319547600
2016-09-19,26.02047348022461,26.616116993641025,25.94487210890084,26.38931462751665,188092000
2016-09-20,26.018178939819336,26.144181210282788,25.775340107122563,25.899050950528483,138057200
2016-09-21,26.013595581054688,26.11439564085053,25.759301382936105,26.082322656209136,144012800
2016-09-22,26.25872230529785,26.33203222435925,26.116683572433615,26.196866023306033,124296000
2016-09-23,25.821155548095703,26.297670952729277,25.555407715257417,26.212905638646035,209924800
2016-09-26,25.86009407043457,25.976932337088968,25.55540080320451,25.576018395519128,119477600
2016-09-27,25.90821075439453,25.928830100301912,25.736390445834793,25.887593156333715,98429600
2016-09-28,26.105228424072266,26.263303648543392,25.986100459960383,26.0456653159395,118564400
2016-09-29,25.69973373413086,26.070866191988394,25.612678749231804,25.924246350133995,143548000
2016-09-30,25.899051666259766,25.972361603506254,25.612684450789608,25.76388543167753,145516400
2016-10-03,25.777626037597656,25.899047184134982,25.722644031139744,25.821154406127008,86807200
2016-10-04,25.88759422302246,26.187706481695248,25.802828904748836,25.9013392889627,118947200
